"period","respondent","respondent-name","fueltype","type-name","value","value-units"
"2025-07-01T21","CISO","California Independent System Operator","WND","Wind","1528","megawatthours"
"2025-07-01T20","CISO","California Independent System Operator","SUN","Solar","16576","megawatthours"
"2025-07-01T20","CISO","California Independent System Operator","WAT","Hydro","1363","megawatthours"
"2025-07-01T20","CISO","California Independent System Operator","WND","Wind","1374","megawatthours"
"2025-07-01T19","CISO","California Independent System Operator","SUN","Solar","16334","megawatthours"
"2025-07-01T19","CISO","California Independent System Operator","WAT","Hydro","1456","megawatthours"
"2025-07-01T19","CISO","California Independent System Operator","WND","Wind","1531","megawatthours"
"2025-07-01T18","CISO","California Independent System Operator","SUN","Solar","15692","megawatthours"
"2025-07-01T18","CISO","California Independent System Operator","WAT","Hydro","1162","megawatthours"
"2025-07-01T18","CISO","California Independent System Operator","WND","Wind","1544","megawatthours"
"2025-07-01T17","CISO","California Independent System Operator","SUN","Solar","14307","megawatthours"
"2025-07-01T17","CISO","California Independent System Operator","WAT","Hydro","1409","megawatthours"
"2025-07-01T17","CISO","California Independent System Operator","WND","Wind","1765","megawatthours"
"2025-07-01T16","CISO","California Independent System Operator","SUN","Solar","9921","megawatthours"
"2025-07-01T16","CISO","California Independent System Operator","WAT","Hydro","1936","megawatthours"
"2025-07-01T16","CISO","California Independent System Operator","WND","Wind","2194","megawatthours"
"2025-07-01T15","CISO","California Independent System Operator","SUN","Solar","3194","megawatthours"
"2025-07-01T15","CISO","California Independent System Operator","WAT","Hydro","3020","megawatthours"
"2025-07-01T15","CISO","California Independent System Operator","WND","Wind","2446","megawatthours"
"2025-07-01T14","CISO","California Independent System Operator","SUN","Solar","53","megawatthours"
"2025-07-01T14","CISO","California Independent System Operator","WAT","Hydro","3056","megawatthours"
"2025-07-01T14","CISO","California Independent System Operator","WND","Wind","2871","megawatthours"
"2025-07-01T13","CISO","California Independent System Operator","SUN","Solar","13","megawatthours"
"2025-07-01T13","CISO","California Independent System Operator","WAT","Hydro","2720","megawatthours"
"2025-07-01T13","CISO","California Independent System Operator","WND","Wind","3078","megawatthours"
"2025-07-01T12","CISO","California Independent System Operator","SUN","Solar","13","megawatthours"
"2025-07-01T12","CISO","California Independent System Operator","WAT","Hydro","2833","megawatthours"
"2025-07-01T12","CISO","California Independent System Operator","WND","Wind","3253","megawatthours"
"2025-07-01T11","CISO","California Independent System Operator","SUN","Solar","13","megawatthours"
"2025-07-01T11","CISO","California Independent System Operator","WAT","Hydro","2894","megawatthours"
"2025-07-01T11","CISO","California Independent System Operator","WND","Wind","3532","megawatthours"
"2025-07-01T10","CISO","California Independent System Operator","SUN","Solar","12","megawatthours"
"2025-07-01T10","CISO","California Independent System Operator","WAT","Hydro","3313","megawatthours"
"2025-07-01T10","CISO","California Independent System Operator","WND","Wind","3647","megawatthours"
"2025-07-01T09","CISO","California Independent System Operator","SUN","Solar","14","megawatthours"
"2025-07-01T09","CISO","California Independent System Operator","WAT","Hydro","4120","megawatthours"
"2025-07-01T09","CISO","California Independent System Operator","WND","Wind","3847","megawatthours"
"2025-07-01T08","CISO","California Independent System Operator","SUN","Solar","11","megawatthours"
"2025-07-01T08","CISO","California Independent System Operator","WAT","Hydro","3959","megawatthours"
"2025-07-01T08","CISO","California Independent System Operator","WND","Wind","3983","megawatthours"
"2025-07-01T07","CISO","California Independent System Operator","SUN","Solar","12","megawatthours"
"2025-07-01T07","CISO","California Independent System Operator","WAT","Hydro","4328","megawatthours"
"2025-07-01T07","CISO","California Independent System Operator","WND","Wind","3292","megawatthours"
"2025-07-01T06","CISO","California Independent System Operator","SUN","Solar","7","megawatthours"
"2025-07-01T06","CISO","California Independent System Operator","WAT","Hydro","4269","megawatthours"
"2025-07-01T06","CISO","California Independent System Operator","WND","Wind","2936","megawatthours"
"2025-07-01T05","CISO","California Independent System Operator","SUN","Solar","45","megawatthours"
"2025-07-01T05","CISO","California Independent System Operator","WAT","Hydro","4431","megawatthours"
"2025-07-01T05","CISO","California Independent System Operator","WND","Wind","2552","megawatthours"
"2025-07-01T04","CISO","California Independent System Operator","SUN","Solar","2464","megawatthours"
"2025-07-01T04","CISO","California Independent System Operator","WAT","Hydro","4285","megawatthours"
"2025-07-01T04","CISO","California Independent System Operator","WND","Wind","2368","megawatthours"
"2025-07-01T03","CISO","California Independent System Operator","SUN","Solar","10164","megawatthours"
"2025-07-01T03","CISO","California Independent System Operator","WAT","Hydro","3654","megawatthours"
"2025-07-01T03","CISO","California Independent System Operator","WND","Wind","2160","megawatthours"
"2025-07-01T02","CISO","California Independent System Operator","SUN","Solar","15411","megawatthours"
"2025-07-01T02","CISO","California Independent System Operator","WAT","Hydro","2824","megawatthours"
"2025-07-01T02","CISO","California Independent System Operator","WND","Wind","2157","megawatthours"
"2025-07-01T01","CISO","California Independent System Operator","SUN","Solar","17020","megawatthours"
"2025-07-01T01","CISO","California Independent System Operator","WAT","Hydro","2274","megawatthours"
"2025-07-01T01","CISO","California Independent System Operator","WND","Wind","2085","megawatthours"
"2025-07-01T00","CISO","California Independent System Operator","SUN","Solar","17778","megawatthours"
"2025-07-01T00","CISO","California Independent System Operator","WAT","Hydro","1605","megawatthours"
"2025-07-01T00","CISO","California Independent System Operator","WND","Wind","2180","megawatthours"
"2025-06-30T23","CISO","California Independent System Operator","SUN","Solar","18334","megawatthours"
"2025-06-30T23","CISO","California Independent System Operator","WAT","Hydro","1247","megawatthours"
"2025-06-30T23","CISO","California Independent System Operator","WND","Wind","1751","megawatthours"
"2025-06-30T22","CISO","California Independent System Operator","SUN","Solar","18442","megawatthours"
"2025-06-30T22","CISO","California Independent System Operator","WAT","Hydro","1154","megawatthours"
"2025-06-30T22","CISO","California Independent System Operator","WND","Wind","1799","megawatthours"
"2025-06-30T21","CISO","California Independent System Operator","SUN","Solar","18380","megawatthours"
"2025-06-30T21","CISO","California Independent System Operator","WAT","Hydro","1022","megawatthours"
"2025-06-30T21","CISO","California Independent System Operator","WND","Wind","1617","megawatthours"
"2025-06-30T20","CISO","California Independent System Operator","SUN","Solar","18304","megawatthours"
"2025-06-30T20","CISO","California Independent System Operator","WAT","Hydro","1000","megawatthours"
"2025-06-30T20","CISO","California Independent System Operator","WND","Wind","1208","megawatthours"
"2025-06-30T19","CISO","California Independent System Operator","SUN","Solar","18166","megawatthours"
"2025-06-30T19","CISO","California Independent System Operator","WAT","Hydro","1156","megawatthours"
"2025-06-30T19","CISO","California Independent System Operator","WND","Wind","954","megawatthours"
"2025-06-30T18","CISO","California Independent System Operator","SUN","Solar","17262","megawatthours"
"2025-06-30T18","CISO","California Independent System Operator","WAT","Hydro","1286","megawatthours"
"2025-06-30T18","CISO","California Independent System Operator","WND","Wind","969","megawatthours"
"2025-06-30T17","CISO","California Independent System Operator","SUN","Solar","16023","megawatthours"
"2025-06-30T17","CISO","California Independent System Operator","WAT","Hydro","1696","megawatthours"
"2025-06-30T17","CISO","California Independent System Operator","WND","Wind","1229","megawatthours"
"2025-06-30T16","CISO","California Independent System Operator","SUN","Solar","11763","megawatthours"
"2025-06-30T16","CISO","California Independent System Operator","WAT","Hydro","1678","megawatthours"
"2025-06-30T16","CISO","California Independent System Operator","WND","Wind","1777","megawatthours"
"2025-06-30T15","CISO","California Independent System Operator","SUN","Solar","3572","megawatthours"
"2025-06-30T15","CISO","California Independent System Operator","WAT","Hydro","2178","megawatthours"
"2025-06-30T15","CISO","California Independent System Operator","WND","Wind","2216","megawatthours"
"2025-06-30T14","CISO","California Independent System Operator","SUN","Solar","4","megawatthours"
"2025-06-30T14","CISO","California Independent System Operator","WAT","Hydro","2535","megawatthours"
"2025-06-30T14","CISO","California Independent System Operator","WND","Wind","2204","megawatthours"
"2025-06-30T13","CISO","California Independent System Operator","SUN","Solar","-46","megawatthours"
"2025-06-30T13","CISO","California Independent System Operator","WAT","Hydro","2609","megawatthours"
"2025-06-30T13","CISO","California Independent System Operator","WND","Wind","2185","megawatthours"
"2025-06-30T12","CISO","California Independent System Operator","SUN","Solar","-46","megawatthours"
"2025-06-30T12","CISO","California Independent System Operator","WAT","Hydro","2396","megawatthours"
"2025-06-30T12","CISO","California Independent System Operator","WND","Wind","2364","megawatthours"
"2025-06-30T11","CISO","California Independent System Operator","SUN","Solar","-47","megawatthours"
"2025-06-30T11","CISO","California Independent System Operator","WAT","Hydro","2519","megawatthours"
"2025-06-30T11","CISO","California Independent System Operator","WND","Wind","2688","megawatthours"
"2025-06-30T10","CISO","California Independent System Operator","SUN","Solar","-47","megawatthours"
"2025-06-30T10","CISO","California Independent System Operator","WAT","Hydro","2950","megawatthours"
"2025-06-30T10","CISO","California Independent System Operator","WND","Wind","2896","megawatthours"
"2025-06-30T09","CISO","California Independent System Operator","SUN","Solar","-47","megawatthours"
"2025-06-30T09","CISO","California Independent System Operator","WAT","Hydro","3258","megawatthours"
"2025-06-30T09","CISO","California Independent System Operator","WND","Wind","2846","megawatthours"
"2025-06-30T08","CISO","California Independent System Operator","SUN","Solar","-48","megawatthours"
"2025-06-30T08","CISO","California Independent System Operator","WAT","Hydro","3450","megawatthours"
"2025-06-30T08","CISO","California Independent System Operator","WND","Wind","2634","megawatthours"
"2025-06-30T07","CISO","California Independent System Operator","SUN","Solar","-48","megawatthours"
"2025-06-30T07","CISO","California Independent System Operator","WAT","Hydro","3912","megawatthours"
"2025-06-30T07","CISO","California Independent System Operator","WND","Wind","2385","megawatthours"
"2025-06-30T06","CISO","California Independent System Operator","SUN","Solar","-53","megawatthours"
"2025-06-30T06","CISO","California Independent System Operator","WAT","Hydro","4114","megawatthours"
"2025-06-30T06","CISO","California Independent System Operator","WND","Wind","2030","megawatthours"
"2025-06-30T05","CISO","California Independent System Operator","SUN","Solar","-15","megawatthours"
"2025-06-30T05","CISO","California Independent System Operator","WAT","Hydro","4050","megawatthours"
"2025-06-30T05","CISO","California Independent System Operator","WND","Wind","1877","megawatthours"
"2025-06-30T04","CISO","California Independent System Operator","SUN","Solar","2355","megawatthours"
"2025-06-30T04","CISO","California Independent System Operator","WAT","Hydro","3937","megawatthours"
"2025-06-30T04","CISO","California Independent System Operator","WND","Wind","2042","megawatthours"
"2025-06-30T03","CISO","California Independent System Operator","SUN","Solar","10040","megawatthours"
"2025-06-30T03","CISO","California Independent System Operator","WAT","Hydro","3275","megawatthours"
"2025-06-30T03","CISO","California Independent System Operator","WND","Wind","2081","megawatthours"
"2025-06-30T02","CISO","California Independent System Operator","SUN","Solar","15245","megawatthours"
"2025-06-30T02","CISO","California Independent System Operator","WAT","Hydro","2252","megawatthours"
"2025-06-30T02","CISO","California Independent System Operator","WND","Wind","1994","megawatthours"
"2025-06-30T01","CISO","California Independent System Operator","SUN","Solar","16766","megawatthours"
"2025-06-30T01","CISO","California Independent System Operator","WAT","Hydro","1778","megawatthours"
"2025-06-30T01","CISO","California Independent System Operator","WND","Wind","2038","megawatthours"
"2025-06-30T00","CISO","California Independent System Operator","SUN","Solar","17536","megawatthours"
"2025-06-30T00","CISO","California Independent System Operator","WAT","Hydro","1160","megawatthours"
"2025-06-30T00","CISO","California Independent System Operator","WND","Wind","1837","megawatthours"
"2025-06-29T23","CISO","California Independent System Operator","SUN","Solar","18103","megawatthours"
"2025-06-29T23","CISO","California Independent System Operator","WAT","Hydro","724","megawatthours"
"2025-06-29T23","CISO","California Independent System Operator","WND","Wind","1793","megawatthours"
"2025-06-29T22","CISO","California Independent System Operator","SUN","Solar","18389","megawatthours"
"2025-06-29T22","CISO","California Independent System Operator","WAT","Hydro","682","megawatthours"
"2025-06-29T22","CISO","California Independent System Operator","WND","Wind","1734","megawatthours"
"2025-06-29T21","CISO","California Independent System Operator","SUN","Solar","18499","megawatthours"
"2025-06-29T21","CISO","California Independent System Operator","WAT","Hydro","319","megawatthours"
"2025-06-29T21","CISO","California Independent System Operator","WND","Wind","1438","megawatthours"
"2025-06-29T20","CISO","California Independent System Operator","SUN","Solar","18374","megawatthours"
"2025-06-29T20","CISO","California Independent System Operator","WAT","Hydro","201","megawatthours"
"2025-06-29T20","CISO","California Independent System Operator","WND","Wind","1226","megawatthours"
"2025-06-29T19","CISO","California Independent System Operator","SUN","Solar","17974","megawatthours"
"2025-06-29T19","CISO","California Independent System Operator","WAT","Hydro","348","megawatthours"
"2025-06-29T19","CISO","California Independent System Operator","WND","Wind","1222","megawatthours"
"2025-06-29T18","CISO","California Independent System Operator","SUN","Solar","16974","megawatthours"
"2025-06-29T18","CISO","California Independent System Operator","WAT","Hydro","344","megawatthours"
"2025-06-29T18","CISO","California Independent System Operator","WND","Wind","1391","megawatthours"
"2025-06-29T17","CISO","California Independent System Operator","SUN","Solar","15595","megawatthours"
"2025-06-29T17","CISO","California Independent System Operator","WAT","Hydro","527","megawatthours"
"2025-06-29T17","CISO","California Independent System Operator","WND","Wind","1689","megawatthours"
"2025-06-29T16","CISO","California Independent System Operator","SUN","Solar","11149","megawatthours"
"2025-06-29T16","CISO","California Independent System Operator","WAT","Hydro","1215","megawatthours"
"2025-06-29T16","CISO","California Independent System Operator","WND","Wind","1708","megawatthours"
"2025-06-29T15","CISO","California Independent System Operator","SUN","Solar","3225","megawatthours"
"2025-06-29T15","CISO","California Independent System Operator","WAT","Hydro","1629","megawatthours"
"2025-06-29T15","CISO","California Independent System Operator","WND","Wind","1716","megawatthours"
"2025-06-29T14","CISO","California Independent System Operator","SUN","Solar","16","megawatthours"
"2025-06-29T14","CISO","California Independent System Operator","WAT","Hydro","2125","megawatthours"
"2025-06-29T14","CISO","California Independent System Operator","WND","Wind","1582","megawatthours"
"2025-06-29T13","CISO","California Independent System Operator","SUN","Solar","-44","megawatthours"
"2025-06-29T13","CISO","California Independent System Operator","WAT","Hydro","2509","megawatthours"
"2025-06-29T13","CISO","California Independent System Operator","WND","Wind","1573","megawatthours"
"2025-06-29T12","CISO","California Independent System Operator","SUN","Solar","-45","megawatthours"
"2025-06-29T12","CISO","California Independent System Operator","WAT","Hydro","2727","megawatthours"
"2025-06-29T12","CISO","California Independent System Operator","WND","Wind","1818","megawatthours"
"2025-06-29T11","CISO","California Independent System Operator","SUN","Solar","-45","megawatthours"
"2025-06-29T11","CISO","California Independent System Operator","WAT","Hydro","3188","megawatthours"
"2025-06-29T11","CISO","California Independent System Operator","WND","Wind","1829","megawatthours"
"2025-06-29T10","CISO","California Independent System Operator","SUN","Solar","-45","megawatthours"
"2025-06-29T10","CISO","California Independent System Operator","WAT","Hydro","3434","megawatthours"
"2025-06-29T10","CISO","California Independent System Operator","WND","Wind","2035","megawatthours"
"2025-06-29T09","CISO","California Independent System Operator","SUN","Solar","-44","megawatthours"
"2025-06-29T09","CISO","California Independent System Operator","WAT","Hydro","3917","megawatthours"
"2025-06-29T09","CISO","California Independent System Operator","WND","Wind","2147","megawatthours"
"2025-06-29T08","CISO","California Independent System Operator","SUN","Solar","-46","megawatthours"
"2025-06-29T08","CISO","California Independent System Operator","WAT","Hydro","4146","megawatthours"
"2025-06-29T08","CISO","California Independent System Operator","WND","Wind","2254","megawatthours"
"2025-06-29T07","CISO","California Independent System Operator","SUN","Solar","-45","megawatthours"
"2025-06-29T07","CISO","California Independent System Operator","WAT","Hydro","4079","megawatthours"
"2025-06-29T07","CISO","California Independent System Operator","WND","Wind","2366","megawatthours"
"2025-06-29T06","CISO","California Independent System Operator","SUN","Solar","-49","megawatthours"
"2025-06-29T06","CISO","California Independent System Operator","WAT","Hydro","3909","megawatthours"
"2025-06-29T06","CISO","California Independent System Operator","WND","Wind","2401","megawatthours"
"2025-06-29T05","CISO","California Independent System Operator","SUN","Solar","-5","megawatthours"
"2025-06-29T05","CISO","California Independent System Operator","WAT","Hydro","4119","megawatthours"
"2025-06-29T05","CISO","California Independent System Operator","WND","Wind","2257","megawatthours"
"2025-06-29T04","CISO","California Independent System Operator","SUN","Solar","2168","megawatthours"
"2025-06-29T04","CISO","California Independent System Operator","WAT","Hydro","4058","megawatthours"
"2025-06-29T04","CISO","California Independent System Operator","WND","Wind","2156","megawatthours"
"2025-06-29T03","CISO","California Independent System Operator","SUN","Solar","9553","megawatthours"
"2025-06-29T03","CISO","California Independent System Operator","WAT","Hydro","3431","megawatthours"
"2025-06-29T03","CISO","California Independent System Operator","WND","Wind","2295","megawatthours"
"2025-06-29T02","CISO","California Independent System Operator","SUN","Solar","14657","megawatthours"
"2025-06-29T02","CISO","California Independent System Operator","WAT","Hydro","2420","megawatthours"
"2025-06-29T02","CISO","California Independent System Operator","WND","Wind","2207","megawatthours"
"2025-06-29T01","CISO","California Independent System Operator","SUN","Solar","16756","megawatthours"
"2025-06-29T01","CISO","California Independent System Operator","WAT","Hydro","1839","megawatthours"
"2025-06-29T01","CISO","California Independent System Operator","WND","Wind","2132","megawatthours"
"2025-06-29T00","CISO","California Independent System Operator","SUN","Solar","17709","megawatthours"
"2025-06-29T00","CISO","California Independent System Operator","WAT","Hydro","1213","megawatthours"
"2025-06-29T00","CISO","California Independent System Operator","WND","Wind","1661","megawatthours"
"2025-06-28T23","CISO","California Independent System Operator","SUN","Solar","18161","megawatthours"
"2025-06-28T23","CISO","California Independent System Operator","WAT","Hydro","655","megawatthours"
"2025-06-28T23","CISO","California Independent System Operator","WND","Wind","1381","megawatthours"
"2025-06-28T22","CISO","California Independent System Operator","SUN","Solar","18394","megawatthours"
"2025-06-28T22","CISO","California Independent System Operator","WAT","Hydro","673","megawatthours"
"2025-06-28T22","CISO","California Independent System Operator","WND","Wind","1141","megawatthours"
"2025-06-28T21","CISO","California Independent System Operator","SUN","Solar","18511","megawatthours"
"2025-06-28T21","CISO","California Independent System Operator","WAT","Hydro","460","megawatthours"
"2025-06-28T21","CISO","California Independent System Operator","WND","Wind","1060","megawatthours"
"2025-06-28T20","CISO","California Independent System Operator","SUN","Solar","18432","megawatthours"
"2025-06-28T20","CISO","California Independent System Operator","WAT","Hydro","331","megawatthours"
"2025-06-28T20","CISO","California Independent System Operator","WND","Wind","1006","megawatthours"
"2025-06-28T19","CISO","California Independent System Operator","SUN","Solar","18094","megawatthours"
"2025-06-28T19","CISO","California Independent System Operator","WAT","Hydro","482","megawatthours"
"2025-06-28T19","CISO","California Independent System Operator","WND","Wind","897","megawatthours"
"2025-06-28T18","CISO","California Independent System Operator","SUN","Solar","17311","megawatthours"
"2025-06-28T18","CISO","California Independent System Operator","WAT","Hydro","829","megawatthours"
"2025-06-28T18","CISO","California Independent System Operator","WND","Wind","1036","megawatthours"
"2025-06-28T17","CISO","California Independent System Operator","SUN","Solar","15785","megawatthours"
"2025-06-28T17","CISO","California Independent System Operator","WAT","Hydro","989","megawatthours"
"2025-06-28T17","CISO","California Independent System Operator","WND","Wind","1131","megawatthours"
"2025-06-28T16","CISO","California Independent System Operator","SUN","Solar","11226","megawatthours"
"2025-06-28T16","CISO","California Independent System Operator","WAT","Hydro","1230","megawatthours"
"2025-06-28T16","CISO","California Independent System Operator","WND","Wind","1287","megawatthours"
"2025-06-28T15","CISO","California Independent System Operator","SUN","Solar","3364","megawatthours"
"2025-06-28T15","CISO","California Independent System Operator","WAT","Hydro","2077","megawatthours"
"2025-06-28T15","CISO","California Independent System Operator","WND","Wind","1700","megawatthours"
"2025-06-28T14","CISO","California Independent System Operator","SUN","Solar","17","megawatthours"
"2025-06-28T14","CISO","California Independent System Operator","WAT","Hydro","2518","megawatthours"
"2025-06-28T14","CISO","California Independent System Operator","WND","Wind","2089","megawatthours"
"2025-06-28T13","CISO","California Independent System Operator","SUN","Solar","-46","megawatthours"
"2025-06-28T13","CISO","California Independent System Operator","WAT","Hydro","2327","megawatthours"
"2025-06-28T13","CISO","California Independent System Operator","WND","Wind","2168","megawatthours"
"2025-06-28T12","CISO","California Independent System Operator","SUN","Solar","-47","megawatthours"
"2025-06-28T12","CISO","California Independent System Operator","WAT","Hydro","2415","megawatthours"
"2025-06-28T12","CISO","California Independent System Operator","WND","Wind","2288","megawatthours"
"2025-06-28T11","CISO","California Independent System Operator","SUN","Solar","-48","megawatthours"
"2025-06-28T11","CISO","California Independent System Operator","WAT","Hydro","2500","megawatthours"
"2025-06-28T11","CISO","California Independent System Operator","WND","Wind","2508","megawatthours"
"2025-06-28T10","CISO","California Independent System Operator","SUN","Solar","-48","megawatthours"
"2025-06-28T10","CISO","California Independent System Operator","WAT","Hydro","2922","megawatthours"
"2025-06-28T10","CISO","California Independent System Operator","WND","Wind","2687","megawatthours"
"2025-06-28T09","CISO","California Independent System Operator","SUN","Solar","-47","megawatthours"
"2025-06-28T09","CISO","California Independent System Operator","WAT","Hydro","3453","megawatthours"
"2025-06-28T09","CISO","California Independent System Operator","WND","Wind","2848","megawatthours"
"2025-06-28T08","CISO","California Independent System Operator","SUN","Solar","-47","megawatthours"
"2025-06-28T08","CISO","California Independent System Operator","WAT","Hydro","3296","megawatthours"
"2025-06-28T08","CISO","California Independent System Operator","WND","Wind","2926","megawatthours"
"2025-06-28T07","CISO","California Independent System Operator","SUN","Solar","-40","megawatthours"
"2025-06-28T07","CISO","California Independent System Operator","WAT","Hydro","3525","megawatthours"
"2025-06-28T07","CISO","California Independent System Operator","WND","Wind","2923","megawatthours"
"2025-06-28T06","CISO","California Independent System Operator","SUN","Solar","-52","megawatthours"
"2025-06-28T06","CISO","California Independent System Operator","WAT","Hydro","3911","megawatthours"
"2025-06-28T06","CISO","California Independent System Operator","WND","Wind","2846","megawatthours"
"2025-06-28T05","CISO","California Independent System Operator","SUN","Solar","57","megawatthours"
"2025-06-28T05","CISO","California Independent System Operator","WAT","Hydro","4201","megawatthours"
"2025-06-28T05","CISO","California Independent System Operator","WND","Wind","2755","megawatthours"
"2025-06-28T04","CISO","California Independent System Operator","SUN","Solar","2092","megawatthours"
"2025-06-28T04","CISO","California Independent System Operator","WAT","Hydro","4121","megawatthours"
"2025-06-28T04","CISO","California Independent System Operator","WND","Wind","2593","megawatthours"
"2025-06-28T03","CISO","California Independent System Operator","SUN","Solar","8771","megawatthours"
"2025-06-28T03","CISO","California Independent System Operator","WAT","Hydro","3613","megawatthours"
"2025-06-28T03","CISO","California Independent System Operator","WND","Wind","2225","megawatthours"
"2025-06-28T02","CISO","California Independent System Operator","SUN","Solar","14185","megawatthours"
"2025-06-28T02","CISO","California Independent System Operator","WAT","Hydro","2482","megawatthours"
"2025-06-28T02","CISO","California Independent System Operator","WND","Wind","2075","megawatthours"
"2025-06-28T01","CISO","California Independent System Operator","SUN","Solar","16428","megawatthours"
"2025-06-28T01","CISO","California Independent System Operator","WAT","Hydro","2169","megawatthours"
"2025-06-28T01","CISO","California Independent System Operator","WND","Wind","1990","megawatthours"
"2025-06-28T00","CISO","California Independent System Operator","SUN","Solar","17705","megawatthours"
"2025-06-28T00","CISO","California Independent System Operator","WAT","Hydro","1525","megawatthours"
"2025-06-28T00","CISO","California Independent System Operator","WND","Wind","1605","megawatthours"
"2025-06-27T23","CISO","California Independent System Operator","SUN","Solar","18022","megawatthours"
"2025-06-27T23","CISO","California Independent System Operator","WAT","Hydro","801","megawatthours"
"2025-06-27T23","CISO","California Independent System Operator","WND","Wind","1126","megawatthours"
"2025-06-27T22","CISO","California Independent System Operator","SUN","Solar","18389","megawatthours"
"2025-06-27T22","CISO","California Independent System Operator","WAT","Hydro","741","megawatthours"
"2025-06-27T22","CISO","California Independent System Operator","WND","Wind","793","megawatthours"
"2025-06-27T21","CISO","California Independent System Operator","SUN","Solar","18625","megawatthours"
"2025-06-27T21","CISO","California Independent System Operator","WAT","Hydro","743","megawatthours"
"2025-06-27T21","CISO","California Independent System Operator","WND","Wind","628","megawatthours"
"2025-06-27T20","CISO","California Independent System Operator","SUN","Solar","18551","megawatthours"
"2025-06-27T20","CISO","California Independent System Operator","WAT","Hydro","719","megawatthours"
"2025-06-27T20","CISO","California Independent System Operator","WND","Wind","490","megawatthours"
"2025-06-27T19","CISO","California Independent System Operator","SUN","Solar","18122","megawatthours"
"2025-06-27T19","CISO","California Independent System Operator","WAT","Hydro","570","megawatthours"
"2025-06-27T19","CISO","California Independent System Operator","WND","Wind","456","megawatthours"
"2025-06-27T18","CISO","California Independent System Operator","SUN","Solar","17286","megawatthours"
"2025-06-27T18","CISO","California Independent System Operator","WAT","Hydro","742","megawatthours"
"2025-06-27T18","CISO","California Independent System Operator","WND","Wind","544","megawatthours"
"2025-06-27T17","CISO","California Independent System Operator","SUN","Solar","15525","megawatthours"
"2025-06-27T17","CISO","California Independent System Operator","WAT","Hydro","1027","megawatthours"
"2025-06-27T17","CISO","California Independent System Operator","WND","Wind","606","megawatthours"
"2025-06-27T16","CISO","California Independent System Operator","SUN","Solar","10864","megawatthours"
"2025-06-27T16","CISO","California Independent System Operator","WAT","Hydro","1680","megawatthours"
"2025-06-27T16","CISO","California Independent System Operator","WND","Wind","825","megawatthours"
"2025-06-27T15","CISO","California Independent System Operator","SUN","Solar","3224","megawatthours"
"2025-06-27T15","CISO","California Independent System Operator","WAT","Hydro","2302","megawatthours"
"2025-06-27T15","CISO","California Independent System Operator","WND","Wind","1190","megawatthours"
"2025-06-27T14","CISO","California Independent System Operator","SUN","Solar","17","megawatthours"
"2025-06-27T14","CISO","California Independent System Operator","WAT","Hydro","2814","megawatthours"
"2025-06-27T14","CISO","California Independent System Operator","WND","Wind","1470","megawatthours"
"2025-06-27T13","CISO","California Independent System Operator","SUN","Solar","-44","megawatthours"
"2025-06-27T13","CISO","California Independent System Operator","WAT","Hydro","3006","megawatthours"
"2025-06-27T13","CISO","California Independent System Operator","WND","Wind","2023","megawatthours"
"2025-06-27T12","CISO","California Independent System Operator","SUN","Solar","-43","megawatthours"
"2025-06-27T12","CISO","California Independent System Operator","WAT","Hydro","2813","megawatthours"
"2025-06-27T12","CISO","California Independent System Operator","WND","Wind","2578","megawatthours"
"2025-06-27T11","CISO","California Independent System Operator","SUN","Solar","-44","megawatthours"
"2025-06-27T11","CISO","California Independent System Operator","WAT","Hydro","2935","megawatthours"
"2025-06-27T11","CISO","California Independent System Operator","WND","Wind","3114","megawatthours"
"2025-06-27T10","CISO","California Independent System Operator","SUN","Solar","-43","megawatthours"
"2025-06-27T10","CISO","California Independent System Operator","WAT","Hydro","3381","megawatthours"
"2025-06-27T10","CISO","California Independent System Operator","WND","Wind","3561","megawatthours"
"2025-06-27T09","CISO","California Independent System Operator","SUN","Solar","-45","megawatthours"
"2025-06-27T09","CISO","California Independent System Operator","WAT","Hydro","3910","megawatthours"
"2025-06-27T09","CISO","California Independent System Operator","WND","Wind","3642","megawatthours"
"2025-06-27T08","CISO","California Independent System Operator","SUN","Solar","-46","megawatthours"
"2025-06-27T08","CISO","California Independent System Operator","WAT","Hydro","3643","megawatthours"
"2025-06-27T08","CISO","California Independent System Operator","WND","Wind","3551","megawatthours"
"2025-06-27T07","CISO","California Independent System Operator","SUN","Solar","-45","megawatthours"
"2025-06-27T07","CISO","California Independent System Operator","WAT","Hydro","3947","megawatthours"
"2025-06-27T07","CISO","California Independent System Operator","WND","Wind","3675","megawatthours"
"2025-06-27T06","CISO","California Independent System Operator","SUN","Solar","-26","megawatthours"
"2025-06-27T06","CISO","California Independent System Operator","WAT","Hydro","3994","megawatthours"
"2025-06-27T06","CISO","California Independent System Operator","WND","Wind","3621","megawatthours"
"2025-06-27T05","CISO","California Independent System Operator","SUN","Solar","71","megawatthours"
"2025-06-27T05","CISO","California Independent System Operator","WAT","Hydro","3934","megawatthours"
"2025-06-27T05","CISO","California Independent System Operator","WND","Wind","3532","megawatthours"
"2025-06-27T04","CISO","California Independent System Operator","SUN","Solar","2289","megawatthours"
"2025-06-27T04","CISO","California Independent System Operator","WAT","Hydro","3738","megawatthours"
"2025-06-27T04","CISO","California Independent System Operator","WND","Wind","3486","megawatthours"
"2025-06-27T03","CISO","California Independent System Operator","SUN","Solar","9345","megawatthours"
